PolicyID,Period,EarnedExposure,Territory,AgeBand,VehicleClass,Violations,CreditTier,AnnualMileage,GaragingDensity,ViolationsNum,PriorLapses
202400,2023Q3,0.784,T4,25-39,SUV,None,C,13983,3.046,0,0
202401,2024Q1,0.958,T3,<25,SUV,Minor,C,12753,3.749,1,0
202402,2023Q2,1.417,T5,<25,Compact,Minor,C,4733,4.855,1,0
202403,2024Q1,0.822,T5,40-64,Pickup,None,B,12513,2.059,0,1
202404,2023Q4,1.456,T4,<25,SUV,None,A,8582,1.148,0,1
202405,2024Q1,1.139,T5,25-39,Compact,None,D,13459,2.193,0,0
202406,2023Q1,1.15,T2,40-64,Pickup,Minor,C,9839,0.762,1,0
202407,2023Q4,0.591,T4,<25,Pickup,None,C,5632,1.734,0,0
202408,2023Q4,0.884,T5,<25,Midsize,None,C,15998,3.09,0,0
202409,2023Q4,0.747,T3,25-39,Compact,None,C,4328,3.405,0,0
202410,2023Q2,0.987,T5,<25,SUV,None,D,14490,1.877,0,0
202411,2023Q4,1.265,T2,65+,Compact,None,C,13243,4.587,0,1
202412,2024Q1,1.23,T2,<25,Pickup,None,D,14140,3.953,0,0
202413,2023Q4,1.207,T1,65+,Compact,None,D,11840,4.698,0,1
202414,2023Q2,0.755,T1,40-64,Midsize,None,A,7132,4.669,0,0
202415,2023Q3,1.2,T4,25-39,SUV,Major,D,13494,2.124,3,1
202416,2023Q2,0.977,T2,25-39,Pickup,None,D,12474,0.76,0,1
202417,2023Q2,0.989,T1,25-39,Midsize,None,A,15325,4.845,0,0
202418,2024Q1,1.122,T5,65+,SUV,None,D,13781,4.181,0,0
202419,2023Q3,0.64,T3,<25,SUV,None,B,11974,3.403,0,0
202420,2023Q1,1.431,T2,<25,Midsize,None,B,8875,4.707,0,0
202421,2023Q4,1.121,T3,65+,SUV,None,D,6650,3.296,0,0
202422,2023Q4,0.858,T2,40-64,SUV,None,D,10198,4.711,0,0
202423,2024Q1,1.078,T4,65+,Midsize,Major,D,6760,4.747,3,3
202424,2023Q1,1.177,T1,65+,Pickup,None,D,13140,4.308,0,0
202425,2023Q3,1.363,T3,<25,Midsize,Minor,D,8764,0.771,1,0
202426,2023Q2,1.013,T2,40-64,Compact,None,B,12773,3.061,0,0
202427,2023Q4,1.187,T3,<25,SUV,None,A,15137,2.458,0,0
202428,2023Q3,0.809,T3,40-64,Compact,Major,D,13791,3.865,3,0
202429,2024Q1,0.887,T5,<25,Compact,None,A,13758,0.998,0,0
202430,2023Q2,0.577,T5,40-64,Midsize,None,A,9073,3.765,0,0
202431,2024Q1,1.153,T3,<25,SUV,None,C,10875,3.328,0,0
202432,2023Q2,1.157,T3,<25,SUV,Major,C,11293,4.524,3,0
202433,2023Q2,0.562,T3,40-64,Compact,Minor,A,7856,1.602,1,1
202434,2023Q4,0.9,T3,65+,Midsize,None,B,12331,3.385,0,0
202435,2024Q1,0.596,T1,25-39,Pickup,None,A,5297,3.789,0,0
202436,2023Q3,1.064,T1,<25,Pickup,None,D,12625,4.232,0,0
202437,2023Q3,0.85,T5,<25,Compact,Major,A,12810,2.113,3,0
202438,2023Q4,1.271,T3,65+,Compact,None,B,14776,1.79,0,1
202439,2023Q1,0.918,T1,<25,Compact,None,D,11988,2.585,0,2
202440,2023Q2,1.494,T3,25-39,Midsize,None,C,8965,4.362,0,0
202441,2023Q2,1.21,T1,25-39,Pickup,None,B,11681,2.618,0,0
202442,2023Q3,0.759,T4,<25,Pickup,None,D,14608,3.934,0,0
202443,2023Q3,0.62,T2,25-39,SUV,None,A,8371,2.777,0,0
202444,2023Q1,1.225,T5,25-39,SUV,Minor,C,12770,2.393,1,0
202445,2024Q1,0.829,T3,40-64,Midsize,None,D,9010,4.724,0,0
202446,2023Q1,0.573,T5,40-64,Compact,None,B,9214,2.614,0,1
202447,2024Q1,1.077,T1,40-64,Pickup,Major,A,12190,4.081,3,0
202448,2024Q1,0.603,T5,65+,SUV,None,C,8581,0.487,0,0
202449,2023Q4,0.749,T2,<25,Midsize,None,D,10095,1.043,0,0
202450,2023Q4,0.969,T4,65+,Midsize,None,C,9902,2.592,0,0
202451,2024Q1,1.276,T3,<25,Midsize,Minor,C,8668,2.496,1,0
202452,2024Q1,0.919,T2,40-64,Compact,None,D,14321,2.222,0,0
202453,2024Q1,0.802,T5,<25,Midsize,None,B,9775,4.961,0,0
202454,2023Q1,0.689,T2,65+,Pickup,Major,C,11385,3.123,3,0
202455,2023Q4,0.876,T3,65+,Pickup,None,D,13212,2.009,0,1
202456,2023Q1,0.537,T4,25-39,Midsize,Minor,D,11708,4.978,1,0
202457,2023Q4,0.869,T2,65+,SUV,None,D,8740,0.503,0,0
202458,2023Q2,0.769,T5,65+,Midsize,Major,A,14010,4.663,3,0
202459,2023Q2,0.614,T1,25-39,Pickup,Minor,C,9181,1.476,1,0
202460,2023Q3,0.666,T4,<25,Pickup,Minor,D,7953,1.906,1,0
202461,2023Q4,1.43,T5,<25,SUV,None,B,10833,1.125,0,0
202462,2023Q4,0.867,T3,<25,Compact,Major,A,16064,4.958,3,0
202463,2024Q1,1.201,T4,25-39,Midsize,Minor,B,12542,4.182,1,0
202464,2023Q3,1.416,T3,65+,Pickup,None,A,11935,0.841,0,0
202465,2023Q2,0.623,T1,25-39,SUV,Major,D,12286,0.451,3,0
202466,2023Q2,1.097,T4,25-39,Compact,Minor,A,15794,4.046,1,0
202467,2023Q1,1.407,T2,25-39,Midsize,None,C,9165,3.07,0,0
202468,2023Q2,1.449,T1,40-64,Compact,None,C,7584,2.575,0,1
202469,2023Q1,0.928,T5,40-64,Pickup,None,C,14490,2.982,0,0
202470,2023Q1,0.903,T3,65+,Pickup,None,B,12334,2.253,0,0
202471,2023Q1,1.468,T1,40-64,Pickup,None,D,9435,2.548,0,2
202472,2023Q2,1.232,T5,65+,Compact,Major,D,7215,3.362,3,0
202473,2023Q4,1.367,T5,40-64,Pickup,Major,A,7853,2.241,3,0
202474,2024Q1,1.274,T2,<25,Compact,None,A,10848,0.527,0,1
202475,2024Q1,1.169,T5,65+,Midsize,Minor,B,9157,1.406,1,0
202476,2023Q1,0.901,T5,25-39,Midsize,None,C,5121,1.091,0,0
202477,2023Q4,0.901,T2,25-39,Compact,Minor,B,7821,1.217,1,0
202478,2023Q3,1.188,T3,40-64,SUV,Minor,A,8140,0.999,1,1
202479,2023Q2,1.331,T1,40-64,Pickup,Minor,D,13691,2.298,1,0
202480,2023Q2,0.567,T3,<25,Midsize,None,C,11492,3.352,0,0
202481,2024Q1,1.372,T5,40-64,Compact,None,C,13566,3.139,0,0
202482,2023Q1,1.032,T2,40-64,Compact,None,A,8439,1.579,0,0
202483,2023Q4,1.043,T1,<25,Compact,None,A,13457,2.013,0,0
202484,2023Q4,1.28,T4,40-64,Pickup,Minor,B,11286,3.001,1,1
202485,2023Q2,1.334,T2,25-39,SUV,None,B,9266,4.02,0,0
202486,2023Q4,0.724,T3,25-39,Compact,Minor,B,12105,3.679,1,1
202487,2023Q4,1.299,T1,40-64,SUV,Minor,A,9846,0.409,1,0
202488,2023Q2,0.538,T5,25-39,SUV,None,A,12756,3.907,0,0
202489,2023Q4,1.214,T3,65+,Pickup,None,B,9079,3.115,0,0
202490,2023Q4,1.063,T4,40-64,Pickup,Minor,D,10391,4.105,1,0
202491,2024Q1,1.221,T2,<25,Compact,None,A,15079,0.68,0,0
202492,2023Q2,1.34,T4,25-39,Compact,Minor,C,9808,3.356,1,0
202493,2023Q1,1.464,T3,65+,SUV,None,B,11175,0.73,0,0
202494,2023Q1,0.969,T2,25-39,Compact,None,A,9724,1.499,0,0
202495,2024Q1,1.019,T4,65+,Compact,Minor,C,10753,4.741,1,0
202496,2023Q2,0.848,T1,40-64,SUV,None,C,11795,2.603,0,0
202497,2024Q1,0.78,T3,<25,Midsize,None,A,12632,1.157,0,1
202498,2023Q1,1.089,T4,65+,SUV,Minor,C,7795,2.988,1,0
202499,2023Q2,0.864,T5,25-39,Compact,None,A,10633,2.167,0,0
202500,2023Q2,0.924,T2,25-39,Midsize,Minor,D,6388,1.378,1,2
202501,2024Q1,0.604,T3,65+,SUV,None,D,13223,3.334,0,1
202502,2023Q2,0.606,T2,65+,SUV,Major,B,12409,1.282,3,0
202503,2023Q2,1.413,T2,25-39,Pickup,None,D,11725,3.676,0,0
202504,2023Q4,0.68,T4,40-64,Pickup,None,A,10977,4.778,0,0
202505,2023Q1,1.33,T3,25-39,Compact,None,C,9235,4.655,0,0
202506,2023Q3,1.215,T5,65+,Compact,None,D,5941,0.87,0,0
202507,2024Q1,0.938,T4,65+,Midsize,None,A,8567,2.038,0,0
202508,2023Q4,0.712,T4,40-64,SUV,None,C,10246,0.783,0,0
202509,2023Q2,0.551,T1,65+,Midsize,None,D,7775,3.3,0,0
202510,2023Q3,1.372,T3,<25,Midsize,None,D,11508,0.497,0,1
202511,2023Q2,1.174,T3,<25,SUV,Major,A,13580,3.909,3,1
202512,2023Q3,0.684,T2,40-64,SUV,Minor,D,12822,4.236,1,0
202513,2024Q1,0.566,T2,<25,Midsize,None,C,3666,4.878,0,1
202514,2024Q1,1.42,T2,40-64,SUV,None,C,13767,4.533,0,0
202515,2023Q2,0.78,T2,40-64,Midsize,Major,B,16170,1.158,3,0
202516,2023Q1,0.761,T2,65+,Midsize,None,A,14404,3.117,0,0
202517,2023Q2,1.122,T1,<25,Midsize,None,B,16286,3.472,0,0
202518,2023Q3,1.022,T5,65+,Pickup,Minor,D,10957,3.188,1,0
202519,2023Q4,0.759,T4,40-64,SUV,None,B,5794,0.789,0,0
202520,2023Q1,0.71,T5,25-39,Midsize,None,B,10744,3.71,0,1
202521,2023Q3,1.399,T1,40-64,Compact,None,A,9698,2.154,0,0
202522,2023Q1,0.795,T3,65+,Midsize,Minor,A,12172,2.927,1,0
202523,2023Q1,0.571,T5,40-64,Compact,None,D,12137,3.384,0,2
202524,2024Q1,1.125,T4,40-64,SUV,Major,B,16707,0.497,3,0
202525,2023Q1,1.362,T2,<25,Midsize,None,A,14142,2.242,0,0
202526,2024Q1,0.544,T5,<25,Compact,Minor,B,6998,0.729,1,0
202527,2023Q4,0.661,T4,65+,Pickup,Minor,B,10937,1.477,1,1
202528,2023Q1,0.72,T3,<25,SUV,Minor,B,5802,2.707,1,0
202529,2023Q4,1.194,T5,25-39,SUV,None,A,14526,4.348,0,0
202530,2023Q2,0.787,T5,65+,Pickup,None,A,8710,1.796,0,0
202531,2023Q1,1.367,T5,<25,Compact,None,D,10271,3.726,0,0
202532,2023Q1,0.736,T3,65+,Midsize,Major,B,8839,1.257,3,0
202533,2023Q3,1.077,T2,25-39,SUV,None,B,13145,2.514,0,0
202534,2023Q2,0.554,T1,<25,Pickup,Major,B,13333,4.463,3,0
202535,2023Q1,1.283,T1,<25,Compact,Major,C,15969,2.866,3,0
202536,2023Q2,1.491,T3,40-64,Midsize,Major,B,11415,0.767,3,0
202537,2023Q2,1.176,T2,40-64,Compact,Minor,A,9156,2.269,1,0
202538,2024Q1,1.127,T4,<25,Pickup,None,C,16367,2.424,0,1
202539,2023Q1,0.78,T1,65+,Midsize,None,D,7662,4.635,0,2
202540,2023Q3,1.236,T4,<25,Compact,None,D,12572,3.582,0,0
202541,2023Q4,0.995,T4,40-64,SUV,Major,B,11334,0.929,3,0
202542,2023Q1,0.707,T3,40-64,SUV,None,B,13964,4.15,0,0
202543,2024Q1,1.216,T2,<25,Compact,None,C,10171,0.595,0,0
202544,2023Q2,1.063,T4,25-39,Compact,None,D,11827,0.527,0,0
202545,2023Q1,1.423,T2,<25,SUV,None,A,7773,2.836,0,0
202546,2023Q3,0.956,T3,65+,Pickup,None,B,13681,2.646,0,0
202547,2023Q4,1.423,T3,40-64,SUV,Major,B,11686,2.546,3,0
202548,2024Q1,1.299,T3,25-39,Pickup,Minor,A,15478,2.452,1,0
202549,2023Q1,0.67,T3,65+,Compact,None,D,9057,3.96,0,1
202550,2023Q1,1.077,T3,40-64,Midsize,None,C,12498,1.94,0,0
202551,2023Q1,1.237,T2,<25,SUV,None,D,12455,4.818,0,0
202552,2023Q1,0.535,T2,40-64,Pickup,None,A,13782,0.97,0,1
202553,2023Q2,0.613,T2,65+,Compact,None,D,16003,2.536,0,0
202554,2023Q1,1.406,T3,<25,Midsize,None,A,15316,3.25,0,0
202555,2023Q2,0.913,T3,65+,Midsize,Major,C,13038,2.528,3,0
202556,2024Q1,1.44,T3,<25,SUV,Minor,A,9733,4.388,1,0
202557,2024Q1,0.781,T1,<25,SUV,None,C,9423,4.615,0,0
202558,2023Q1,1.139,T5,40-64,Compact,None,B,11524,1.879,0,0
202559,2023Q2,0.939,T3,40-64,Midsize,None,D,13085,0.943,0,0
202560,2023Q2,1.417,T4,25-39,Pickup,None,B,13948,4.64,0,0
202561,2023Q2,1.24,T2,<25,Pickup,Minor,C,12876,3.665,1,1
202562,2024Q1,0.923,T3,65+,Midsize,None,D,11411,0.728,0,0
202563,2024Q1,1.251,T1,40-64,Compact,Minor,D,11535,4.845,1,0
202564,2023Q4,1.257,T2,<25,Compact,None,C,10147,1.7,0,1
202565,2024Q1,0.514,T1,40-64,Midsize,Minor,C,8867,4.302,1,0
202566,2023Q3,1.122,T4,65+,Pickup,None,B,9092,2.63,0,0
202567,2023Q1,0.555,T5,<25,SUV,Major,D,8823,1.444,3,0
202568,2023Q1,1.282,T2,<25,Midsize,None,C,9895,0.967,0,0
202569,2024Q1,0.511,T3,40-64,Compact,None,A,7384,4.144,0,1
202570,2023Q2,1.319,T2,<25,Pickup,Major,B,8632,2.237,3,0
202571,2023Q1,1.176,T2,25-39,Pickup,None,D,12866,2.339,0,1
202572,2024Q1,1.486,T1,65+,Midsize,Minor,C,12398,1.781,1,0
202573,2023Q4,0.647,T5,40-64,Compact,Minor,B,6917,4.377,1,0
202574,2023Q3,0.959,T2,40-64,Compact,None,B,15708,4.128,0,0
202575,2023Q3,0.921,T2,40-64,Compact,None,A,14581,0.546,0,0
202576,2023Q4,0.688,T1,<25,Midsize,None,A,11467,3.091,0,3
202577,2024Q1,0.906,T2,40-64,Pickup,Minor,B,9795,1.673,1,0
202578,2023Q1,0.724,T5,65+,Pickup,Major,A,15370,3.205,3,1
202579,2024Q1,0.519,T3,40-64,Compact,None,C,10699,1.206,0,0
202580,2024Q1,0.939,T3,25-39,Compact,None,B,8934,0.686,0,0
202581,2023Q3,0.867,T5,25-39,Midsize,None,C,10442,3.919,0,1
202582,2023Q4,1.011,T2,<25,SUV,None,B,14449,2.899,0,0
202583,2023Q3,0.937,T3,40-64,Compact,None,D,5800,2.588,0,0
202584,2023Q2,1.421,T4,65+,Compact,None,B,11511,1.39,0,1
202585,2023Q3,0.759,T2,65+,Compact,None,B,10751,1.998,0,0
202586,2024Q1,1.374,T2,40-64,Compact,None,D,10276,1.735,0,0
202587,2023Q4,0.638,T2,40-64,Pickup,None,D,11439,4.125,0,0
202588,2023Q4,0.954,T3,65+,Compact,None,D,13697,1.047,0,0
202589,2023Q1,0.589,T5,40-64,SUV,None,A,9062,0.683,0,0
202590,2023Q2,1.138,T5,40-64,Midsize,Major,C,11698,4.728,3,1
202591,2023Q2,1.392,T5,65+,SUV,None,B,12612,2.146,0,0
202592,2023Q2,1.115,T3,65+,Midsize,None,D,12618,0.891,0,1
202593,2024Q1,1.189,T4,25-39,Pickup,None,D,11939,0.411,0,0
202594,2023Q1,1.016,T2,40-64,Pickup,None,C,6540,3.659,0,2
202595,2023Q2,0.942,T2,<25,Compact,None,C,12830,4.062,0,0
202596,2023Q1,1.474,T2,40-64,Midsize,None,C,14575,3.545,0,0
202597,2023Q3,1.477,T2,40-64,Midsize,Minor,D,15574,1.549,1,0
202598,2023Q2,1.164,T3,<25,Pickup,None,D,11788,0.551,0,0
202599,2023Q3,1.321,T4,<25,SUV,None,C,6923,1.828,0,0
202600,2023Q1,1.372,T5,65+,Compact,None,D,14692,0.609,0,0
202601,2023Q4,0.72,T1,40-64,SUV,None,A,7796,4.706,0,2
202602,2023Q4,1.305,T4,<25,Midsize,None,D,11052,4.879,0,0
202603,2023Q4,0.634,T5,<25,SUV,None,A,16792,2.574,0,0
202604,2023Q3,1.138,T3,<25,Pickup,None,D,5109,3.428,0,0
202605,2024Q1,1.436,T2,65+,Midsize,Minor,D,8786,2.14,1,1
202606,2023Q4,1.096,T1,<25,Compact,Minor,D,13775,1.153,1,1
202607,2024Q1,0.846,T4,25-39,Compact,None,A,6864,3.762,0,0
202608,2023Q4,1.367,T1,40-64,Midsize,None,B,10845,0.688,0,2
202609,2023Q3,0.94,T4,<25,Compact,Minor,C,14272,3.377,1,1
202610,2023Q3,1.338,T4,40-64,Midsize,None,D,16165,2.782,0,0
202611,2023Q2,1.034,T4,25-39,Compact,Minor,A,9037,0.436,1,0
202612,2023Q3,0.653,T1,<25,Compact,None,A,15682,2.34,0,1
202613,2023Q3,0.733,T5,40-64,Pickup,None,D,14812,3.37,0,0
202614,2023Q2,1.28,T4,40-64,SUV,None,A,7075,4.605,0,0
202615,2023Q4,1.472,T4,65+,Compact,None,C,13776,0.989,0,0
202616,2023Q3,1.442,T5,<25,Midsize,Major,D,11606,0.513,3,0
202617,2023Q3,1,T1,65+,SUV,Major,B,11673,3.674,3,0
202618,2024Q1,0.686,T5,25-39,SUV,None,C,8094,2.722,0,1
202619,2023Q1,0.576,T4,65+,Pickup,None,A,9121,2.593,0,3
202620,2023Q3,0.944,T5,25-39,Compact,None,D,10909,3.367,0,1
202621,2023Q1,0.522,T5,25-39,Midsize,Minor,D,8741,4.861,1,0
202622,2023Q4,1.394,T3,40-64,Pickup,Minor,B,10805,1.903,1,0
202623,2023Q2,1.142,T2,25-39,SUV,Minor,A,11923,0.814,1,0
202624,2023Q4,1.231,T3,<25,SUV,None,B,13276,3.268,0,2
202625,2024Q1,0.798,T4,65+,Compact,None,D,7081,4.535,0,1
202626,2023Q3,1.158,T1,25-39,Compact,None,B,14294,0.695,0,0
202627,2023Q4,0.601,T4,<25,Compact,None,C,10680,1.015,0,0
202628,2023Q2,0.766,T4,40-64,Compact,None,C,12771,4.059,0,2
202629,2023Q1,1.349,T1,40-64,Pickup,None,B,5401,0.63,0,0
202630,2023Q4,0.872,T5,40-64,Pickup,Minor,C,15756,4.822,1,0
202631,2024Q1,0.688,T4,65+,Pickup,Minor,D,8427,0.392,1,0
202632,2023Q3,0.724,T1,40-64,Compact,None,C,11298,3.54,0,0
202633,2023Q3,1.148,T1,40-64,Midsize,Minor,C,12915,1.749,1,0
202634,2024Q1,1.085,T4,25-39,SUV,Minor,B,10642,4.336,1,1
202635,2024Q1,0.605,T4,65+,Midsize,Minor,A,10556,4.321,1,0
202636,2023Q1,1.367,T3,25-39,SUV,None,C,12594,4.409,0,0
202637,2023Q3,1.403,T2,65+,Midsize,None,B,9275,2.294,0,0
202638,2023Q1,0.638,T5,25-39,Compact,None,B,16724,4.837,0,0
202639,2023Q1,0.848,T3,40-64,Compact,Major,C,11701,4.336,3,0
202640,2023Q4,1.219,T4,40-64,Pickup,None,D,9811,1.927,0,0
202641,2023Q2,0.946,T1,25-39,Midsize,Minor,C,12047,1.703,1,0
202642,2023Q2,0.857,T1,<25,SUV,None,A,5880,2.265,0,1
202643,2023Q4,1.45,T2,25-39,Pickup,Minor,B,11147,2.174,1,0
202644,2023Q1,0.819,T4,65+,Compact,None,B,13791,3.19,0,0
202645,2023Q4,1.309,T2,40-64,Pickup,None,C,12321,4.719,0,0
202646,2023Q2,0.864,T5,25-39,Pickup,None,C,15189,3.546,0,0
202647,2023Q4,1.01,T2,<25,Midsize,None,D,11701,4.295,0,1
202648,2023Q3,1.46,T4,65+,SUV,None,A,8450,2.635,0,0
202649,2023Q4,1.137,T3,<25,Midsize,None,C,14181,3.672,0,2
202650,2023Q1,0.832,T4,<25,Midsize,Major,A,14551,2.081,3,1
202651,2023Q1,0.773,T5,<25,SUV,None,B,9035,3.871,0,0
202652,2023Q1,0.994,T5,25-39,SUV,Major,D,11287,0.619,3,0
202653,2023Q1,1.117,T1,40-64,SUV,Major,D,12200,1.807,3,0
202654,2024Q1,1.076,T5,65+,SUV,Minor,A,12526,3.909,1,0
202655,2023Q3,0.628,T3,40-64,Midsize,None,D,13216,1.212,0,0
202656,2023Q4,0.918,T2,40-64,SUV,Major,C,11866,0.768,3,1
202657,2023Q4,1.173,T4,40-64,SUV,Minor,A,13956,1.337,1,1
202658,2023Q3,1.135,T3,65+,Compact,Major,A,11700,3.203,3,0
202659,2023Q4,0.857,T4,65+,SUV,None,A,12611,4.497,0,1
202660,2023Q2,1.049,T1,40-64,Compact,None,D,3699,4.53,0,0
202661,2023Q4,0.651,T1,25-39,Midsize,Minor,B,9596,2.993,1,0
202662,2023Q2,0.614,T2,25-39,Pickup,None,B,7530,4.393,0,0
202663,2023Q3,0.7,T4,25-39,Pickup,None,A,5344,1.709,0,1
202664,2024Q1,0.788,T4,65+,Compact,None,D,7656,1.64,0,1
202665,2023Q2,1.251,T3,40-64,Compact,Minor,B,12755,1.698,1,0
202666,2023Q4,1.096,T2,40-64,Midsize,None,D,14123,2.294,0,0
202667,2023Q4,0.504,T3,25-39,Pickup,None,A,10228,4.505,0,0
202668,2023Q2,1.036,T5,25-39,Midsize,None,D,13283,2.597,0,0
202669,2023Q4,0.876,T4,65+,Pickup,None,C,10629,2.763,0,0
202670,2024Q1,0.862,T2,<25,Compact,None,A,10118,1.525,0,0
202671,2024Q1,1.299,T4,40-64,Pickup,Minor,B,9820,4.173,1,0
202672,2023Q3,1.001,T2,65+,Midsize,None,D,7027,1.078,0,1
202673,2023Q1,0.67,T3,<25,Midsize,None,A,9939,2.644,0,0
202674,2024Q1,0.72,T3,65+,Compact,Major,A,8869,2.754,3,1
202675,2023Q2,0.812,T5,25-39,Pickup,None,A,9998,0.93,0,0
202676,2023Q4,0.839,T1,<25,Pickup,None,D,12564,1.078,0,2
202677,2023Q1,0.9,T5,<25,Midsize,Minor,B,11037,3.549,1,1
202678,2023Q2,1.379,T1,<25,Compact,Minor,D,7869,1.612,1,0
202679,2023Q1,0.835,T5,40-64,Pickup,None,C,12100,0.619,0,1
202680,2023Q1,1.074,T5,25-39,Compact,None,A,10401,4.37,0,0
202681,2023Q1,0.503,T4,40-64,SUV,None,D,9662,4.923,0,1
202682,2024Q1,0.679,T1,<25,Compact,None,A,8281,3.85,0,0
202683,2023Q4,1.268,T3,25-39,Midsize,None,C,5651,0.402,0,0
202684,2023Q1,0.936,T1,65+,Compact,None,C,4954,1.964,0,1
202685,2023Q1,0.819,T3,40-64,Midsize,None,B,9438,0.356,0,0
202686,2023Q3,0.794,T1,25-39,SUV,Minor,B,7353,3.863,1,2
202687,2023Q4,0.966,T3,25-39,Pickup,None,B,10290,2.706,0,1
202688,2024Q1,0.503,T2,<25,Compact,None,C,5840,1.169,0,0
202689,2023Q4,0.814,T2,25-39,Midsize,Minor,B,10497,3.604,1,0
202690,2024Q1,1.451,T5,25-39,Compact,Minor,A,13225,4.986,1,0
202691,2023Q1,0.64,T4,<25,Midsize,None,C,15035,0.387,0,0
202692,2023Q4,0.51,T1,25-39,Pickup,None,D,11360,1.075,0,0
202693,2024Q1,0.503,T4,<25,Midsize,None,C,10783,1.487,0,0
202694,2023Q4,1.213,T1,25-39,Midsize,None,D,16437,2.843,0,0
202695,2023Q2,1.068,T5,65+,Pickup,Major,C,11582,1.001,3,1
202696,2023Q4,1.495,T2,<25,SUV,None,A,7817,3.465,0,0
202697,2023Q3,0.832,T4,40-64,Midsize,None,B,9489,3.776,0,0
202698,2023Q3,0.653,T1,65+,SUV,Major,C,10093,4.921,3,0
202699,2024Q1,1.044,T2,65+,Midsize,None,C,12841,0.73,0,0
202700,2023Q3,0.687,T5,<25,Midsize,None,C,17362,0.303,0,1
202701,2024Q1,1.199,T3,40-64,Compact,Minor,C,16232,2.097,1,0
202702,2023Q1,0.674,T2,40-64,SUV,Minor,C,9383,4.659,1,0
202703,2024Q1,0.85,T1,40-64,Pickup,None,C,8475,2.314,0,0
202704,2023Q4,1.037,T1,40-64,Compact,None,A,18688,4.158,0,0
202705,2023Q4,1.236,T4,25-39,Compact,None,D,10732,1.077,0,0
202706,2023Q2,1.29,T3,40-64,SUV,None,A,16353,1.29,0,0
202707,2023Q1,0.85,T4,65+,Pickup,Major,B,12025,0.39,3,0
202708,2023Q3,1.007,T3,25-39,Pickup,None,B,18203,3.968,0,0
202709,2023Q3,1.069,T3,65+,Compact,None,C,14066,3.913,0,0
202710,2023Q1,0.837,T5,40-64,Midsize,Minor,B,15209,0.519,1,0
202711,2023Q4,1.226,T2,40-64,Compact,None,B,11066,1.426,0,0
202712,2024Q1,0.601,T1,25-39,SUV,Major,D,10121,3.171,3,0
202713,2023Q2,1.011,T4,<25,SUV,Minor,A,5525,1.094,1,0
202714,2023Q4,0.937,T5,<25,Midsize,None,B,12399,4.81,0,0
202715,2023Q4,0.728,T2,25-39,Compact,None,D,15123,0.637,0,0
202716,2024Q1,0.739,T1,65+,Compact,None,C,12972,4.863,0,0
202717,2023Q1,0.867,T2,40-64,Midsize,None,B,14480,1.591,0,2
202718,2024Q1,1.357,T3,40-64,SUV,Minor,B,10447,2.75,1,1
202719,2023Q4,0.627,T5,65+,SUV,None,A,10344,4.138,0,1
202720,2023Q4,1.155,T4,65+,Compact,None,A,5959,2.453,0,1
202721,2023Q4,0.937,T1,25-39,Compact,Major,D,14067,2.143,3,0
202722,2024Q1,1.152,T3,65+,SUV,None,B,12497,3.777,0,0
202723,2023Q4,0.778,T5,65+,Midsize,None,B,12205,2.412,0,0
202724,2023Q4,1.332,T2,25-39,Pickup,None,D,15482,3.611,0,0
202725,2023Q2,0.604,T5,<25,Compact,None,B,7465,4.395,0,0
202726,2023Q2,1.292,T2,40-64,Pickup,None,A,2000,2.923,0,1
202727,2023Q4,0.631,T2,25-39,Midsize,None,B,12697,4.022,0,0
202728,2023Q2,0.693,T1,<25,Compact,None,A,11474,2.985,0,0
202729,2023Q2,0.618,T3,25-39,SUV,None,B,10635,2.19,0,0
202730,2023Q1,1.33,T1,25-39,Midsize,None,A,13320,2.07,0,0
202731,2023Q1,1.245,T4,<25,Pickup,None,C,11710,4.241,0,0
202732,2023Q3,0.56,T2,65+,Pickup,Minor,B,6044,1.562,1,0
202733,2023Q1,1.407,T1,40-64,Pickup,Minor,D,9287,1.694,1,1
202734,2024Q1,1.457,T5,<25,Compact,Minor,C,12524,3.379,1,1
202735,2023Q2,1.449,T2,65+,SUV,Minor,C,8603,4.334,1,1
202736,2023Q3,0.679,T3,40-64,Compact,Major,C,9276,3.807,3,1
202737,2023Q2,1.154,T3,65+,Compact,Major,A,11279,0.985,3,0
202738,2023Q3,0.64,T2,25-39,SUV,None,D,13196,1.333,0,0
202739,2023Q4,0.863,T4,65+,Pickup,None,C,15910,4.326,0,2
202740,2023Q1,1.474,T4,40-64,Pickup,None,D,10554,1.239,0,0
202741,2023Q3,1.145,T4,<25,SUV,Minor,D,11575,3.423,1,0
202742,2023Q2,1.231,T3,25-39,Midsize,None,D,11729,1.129,0,1
202743,2023Q3,1.476,T5,40-64,Pickup,Minor,A,11501,1.22,1,0
202744,2023Q2,0.672,T3,40-64,Compact,None,A,15725,4.505,0,2
202745,2024Q1,1.076,T4,65+,Midsize,Minor,D,13388,3.793,1,1
202746,2024Q1,0.567,T3,<25,SUV,None,B,8785,2.159,0,0
202747,2023Q2,0.954,T3,65+,Compact,None,A,8547,4.087,0,0
202748,2024Q1,1.375,T5,<25,Midsize,None,C,7563,3.352,0,0
202749,2023Q3,0.52,T1,40-64,SUV,Minor,D,16718,0.677,1,0
202750,2023Q3,1.019,T5,65+,SUV,None,A,9838,0.629,0,0
202751,2024Q1,1.343,T5,25-39,Compact,None,A,11972,1.983,0,1
